adminLevel,country,date,iso3,name,new_cases,new_deaths,total_cases,total_deaths,lat,lon
1,"France","2020-03-24","FRA","Ile-de-France",541,69,3683,262,48.85717,2.3414
1,"France","2020-03-24","FRA","Guadeloupe",0,0,6,0,16.24089,-61.53528
1,"France","2020-03-24","FRA","Martinique",-6,0,13,1,14.60623,-61.06268
1,"France","2020-03-24","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-24","FRA","La Réunion",1,0,3,0,-20.89266,55.47104
1,"France","2020-03-24","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-23","FRA","Auvergne-Rhône-Alpes",212,23,853,70,45.75919,4.82966
1,"France","2020-03-23","FRA","Hauts-de-France",127,19,612,86,50.6282,3.06881
1,"France","2020-03-23","FRA","Provence-Alpes-Côte d'Azur",93,6,481,20,43.29337,5.37132
1,"France","2020-03-23","FRA","Grand Est",321,75,2011,327,48.58504,7.73642
1,"France","2020-03-23","FRA","Occitanie",69,7,331,32,43.60579,1.44863
1,"France","2020-03-23","FRA","Normandie",30,1,148,9,49.44014,1.0894
1,"France","2020-03-23","FRA","Nouvelle-Aquitaine",50,5,196,13,44.8367,-0.58107
1,"France","2020-03-23","FRA","Centre-Val de Loire",43,5,117,8,47.90143,1.90498
1,"France","2020-03-23","FRA","Bourgogne-Franche-Comté",66,22,411,62,47.32698,5.04299
1,"France","2020-03-23","FRA","Bretagne",2,6,132,23,48.10804,-1.68449
1,"France","2020-03-23","FRA","Corse",1,1,65,7,41.91719,8.73444
1,"France","2020-03-23","FRA","Pays de la Loire",48,5,147,9,47.21811,-1.55306
1,"France","2020-03-23","FRA","Ile-de-France",657,53,3142,193,48.85717,2.3414
1,"France","2020-03-23","FRA","Guadeloupe",0,0,6,0,16.24089,-61.53528
1,"France","2020-03-23","FRA","Martinique",0,0,19,1,14.60623,-61.06268
1,"France","2020-03-23","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-23","FRA","La Réunion",0,0,2,0,-20.89266,55.47104
1,"France","2020-03-23","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-22","FRA","Auvergne-Rhône-Alpes",116,9,641,47,45.75919,4.82966
1,"France","2020-03-22","FRA","Hauts-de-France",61,11,485,67,50.6282,3.06881
1,"France","2020-03-22","FRA","Provence-Alpes-Côte d'Azur",62,1,388,14,43.29337,5.37132
1,"France","2020-03-22","FRA","Grand Est",185,43,1690,252,48.58504,7.73642
1,"France","2020-03-22","FRA","Occitanie",53,1,262,25,43.60579,1.44863
1,"France","2020-03-22","FRA","Normandie",26,2,118,8,49.44014,1.0894
1,"France","2020-03-22","FRA","Nouvelle-Aquitaine",39,3,146,8,44.8367,-0.58107
1,"France","2020-03-22","FRA","Centre-Val de Loire",10,1,74,3,47.90143,1.90498
1,"France","2020-03-22","FRA","Bourgogne-Franche-Comté",62,13,345,40,47.32698,5.04299
1,"France","2020-03-22","FRA","Bretagne",21,2,130,17,48.10804,-1.68449
1,"France","2020-03-22","FRA","Corse",-4,2,64,6,41.91719,8.73444
1,"France","2020-03-22","FRA","Pays de la Loire",19,1,99,4,47.21811,-1.55306
1,"France","2020-03-22","FRA","Ile-de-France",398,18,2485,140,48.85717,2.3414
1,"France","2020-03-22","FRA","Guadeloupe",6,0,6,0,16.24089,-61.53528
1,"France","2020-03-22","FRA","Martinique",0,0,19,1,14.60623,-61.06268
1,"France","2020-03-22","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-22","FRA","La Réunion",0,0,2,0,-20.89266,55.47104
1,"France","2020-03-22","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-21","FRA","Auvergne-Rhône-Alpes",62,5,525,38,45.75919,4.82966
1,"France","2020-03-21","FRA","Hauts-de-France",-8,5,424,56,50.6282,3.06881
1,"France","2020-03-21","FRA","Provence-Alpes-Côte d'Azur",45,2,326,13,43.29337,5.37132
1,"France","2020-03-21","FRA","Grand Est",141,26,1505,209,48.58504,7.73642
1,"France","2020-03-21","FRA","Occitanie",26,3,209,24,43.60579,1.44863
1,"France","2020-03-21","FRA","Normandie",21,-1,92,6,49.44014,1.0894
1,"France","2020-03-21","FRA","Nouvelle-Aquitaine",42,1,107,5,44.8367,-0.58107
1,"France","2020-03-21","FRA","Centre-Val de Loire",6,0,64,2,47.90143,1.90498
1,"France","2020-03-21","FRA","Bourgogne-Franche-Comté",13,5,283,27,47.32698,5.04299
1,"France","2020-03-21","FRA","Bretagne",15,3,109,15,48.10804,-1.68449
1,"France","2020-03-21","FRA","Corse",2,1,68,4,41.91719,8.73444
1,"France","2020-03-21","FRA","Pays de la Loire",7,2,80,3,47.21811,-1.55306
1,"France","2020-03-21","FRA","Ile-de-France",302,23,2087,122,48.85717,2.3414
1,"France","2020-03-21","FRA","Guadeloupe",0,0,0,0,16.24089,-61.53528
1,"France","2020-03-21","FRA","Martinique",0,0,19,1,14.60623,-61.06268
1,"France","2020-03-21","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-21","FRA","La Réunion",0,0,2,0,-20.89266,55.47104
1,"France","2020-03-21","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-20","FRA","Auvergne-Rhône-Alpes",78,11,463,33,45.75919,4.82966
1,"France","2020-03-20","FRA","Hauts-de-France",38,11,432,51,50.6282,3.06881
1,"France","2020-03-20","FRA","Provence-Alpes-Côte d'Azur",68,2,281,11,43.29337,5.37132
1,"France","2020-03-20","FRA","Grand Est",255,35,1364,183,48.58504,7.73642
1,"France","2020-03-20","FRA","Occitanie",45,4,183,21,43.60579,1.44863
1,"France","2020-03-20","FRA","Normandie",25,2,71,7,49.44014,1.0894
1,"France","2020-03-20","FRA","Nouvelle-Aquitaine",13,1,65,4,44.8367,-0.58107
1,"France","2020-03-20","FRA","Centre-Val de Loire",27,1,58,2,47.90143,1.90498
1,"France","2020-03-20","FRA","Bourgogne-Franche-Comté",76,8,270,22,47.32698,5.04299
1,"France","2020-03-20","FRA","Bretagne",17,3,94,12,48.10804,-1.68449
1,"France","2020-03-20","FRA","Corse",65,2,66,3,41.91719,8.73444
1,"France","2020-03-20","FRA","Pays de la Loire",15,0,73,1,47.21811,-1.55306
1,"France","2020-03-20","FRA","Ile-de-France",429,43,1785,99,48.85717,2.3414
1,"France","2020-03-20","FRA","Guadeloupe",0,0,0,0,16.24089,-61.53528
1,"France","2020-03-20","FRA","Martinique",2,0,19,1,14.60623,-61.06268
1,"France","2020-03-20","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-20","FRA","La Réunion",0,0,2,0,-20.89266,55.47104
1,"France","2020-03-20","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-19","FRA","Auvergne-Rhône-Alpes",213,15,385,22,45.75919,4.82966
1,"France","2020-03-19","FRA","Hauts-de-France",81,19,394,40,50.6282,3.06881
1,"France","2020-03-19","FRA","Provence-Alpes-Côte d'Azur",47,2,213,9,43.29337,5.37132
1,"France","2020-03-19","FRA","Grand Est",230,28,1109,148,48.58504,7.73642
1,"France","2020-03-19","FRA","Occitanie",43,11,138,17,43.60579,1.44863
1,"France","2020-03-19","FRA","Normandie",1,2,46,5,49.44014,1.0894
1,"France","2020-03-19","FRA","Nouvelle-Aquitaine",11,1,52,3,44.8367,-0.58107
1,"France","2020-03-19","FRA","Centre-Val de Loire",17,0,31,1,47.90143,1.90498
1,"France","2020-03-19","FRA","Bourgogne-Franche-Comté",26,8,194,14,47.32698,5.04299
1,"France","2020-03-19","FRA","Bretagne",17,2,77,9,48.10804,-1.68449
1,"France","2020-03-19","FRA","Corse",1,1,1,1,41.91719,8.73444
1,"France","2020-03-19","FRA","Pays de la Loire",14,0,58,1,47.21811,-1.55306
1,"France","2020-03-19","FRA","Ile-de-France",399,20,1356,56,48.85717,2.3414
1,"France","2020-03-19","FRA","Guadeloupe",0,0,0,0,16.24089,-61.53528
1,"France","2020-03-19","FRA","Martinique",1,0,17,1,14.60623,-61.06268
1,"France","2020-03-19","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-19","FRA","La Réunion",0,0,2,0,-20.89266,55.47104
1,"France","2020-03-19","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
1,"France","2020-03-18","FRA","Auvergne-Rhône-Alpes",172,7,172,7,45.75919,4.82966
1,"France","2020-03-18","FRA","Hauts-de-France",313,21,313,21,50.6282,3.06881
1,"France","2020-03-18","FRA","Provence-Alpes-Côte d'Azur",166,7,166,7,43.29337,5.37132
1,"France","2020-03-18","FRA","Grand Est",879,120,879,120,48.58504,7.73642
1,"France","2020-03-18","FRA","Occitanie",95,6,95,6,43.60579,1.44863
1,"France","2020-03-18","FRA","Normandie",45,3,45,3,49.44014,1.0894
1,"France","2020-03-18","FRA","Nouvelle-Aquitaine",41,2,41,2,44.8367,-0.58107
1,"France","2020-03-18","FRA","Centre-Val de Loire",14,1,14,1,47.90143,1.90498
1,"France","2020-03-18","FRA","Bourgogne-Franche-Comté",168,6,168,6,47.32698,5.04299
1,"France","2020-03-18","FRA","Bretagne",60,7,60,7,48.10804,-1.68449
1,"France","2020-03-18","FRA","Corse",0,0,0,0,41.91719,8.73444
1,"France","2020-03-18","FRA","Pays de la Loire",44,1,44,1,47.21811,-1.55306
1,"France","2020-03-18","FRA","Ile-de-France",957,36,957,36,48.85717,2.3414
1,"France","2020-03-18","FRA","Guadeloupe",0,0,0,0,16.24089,-61.53528
1,"France","2020-03-18","FRA","Martinique",16,1,16,1,14.60623,-61.06268
1,"France","2020-03-18","FRA","Guyane",0,0,0,0,4.94173,-52.32089
1,"France","2020-03-18","FRA","La Réunion",2,0,2,0,-20.89266,55.47104
1,"France","2020-03-18","FRA","Mayotte",0,0,0,0,-12.82061,45.14785
